Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Qiao, W., Johnson, D., Tsai, F.S., Cho, S.H., Lo, Y.-H.","57197592908; 57220839511; 23768583100; 55487931900; 7401935349","Bio-inspired accommodating fluidic intraocular lens",2009,"Optics Letters",34,"20",,3214,3216,,10,10.1364/OL.34.003214,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450214667&partnerID=40&md5=00b1162e484b0565e5753fce0cb5282c",Article,Final,,Scopus,2-s2.0-70450214667
"Olivier, N., Débarre, D., Beaurepaire, E.","56732670000; 7004436970; 7006318230","Dynamic aberration correction for multiharmonic microscopy",2009,"Optics Letters",34,"20",,3145,3147,,58,10.1364/OL.34.003145,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450213109&partnerID=40&md5=42181d27cfc11d069223a81a4039cbcd",Article,Final,,Scopus,2-s2.0-70450213109
"Yudistira, D., Janner, D., Benchabane, S., Pruneri, V.","8313062000; 7003323851; 8054417800; 56246215500","Integrated acousto-optic polarization converter in a ZX-cut LiNbO <inf>3</inf> waveguide superlattice",2009,"Optics Letters",34,"20",,3205,3207,,17,10.1364/OL.34.003205,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450210818&partnerID=40&md5=64a78c134eecb5f08ed8c954cb5fd5af",Article,Final,,Scopus,2-s2.0-70450210818
"Zhu, Y., Terry, N.G., Wax, A.","8269405000; 23568893400; 57203031135","Scanning fiber angle-resolved low coherence interferometry",2009,"Optics Letters",34,"20",,3196,3198,,16,10.1364/OL.34.003196,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450201330&partnerID=40&md5=8874608254e1193cccf8abd8a5f6084c",Article,Final,,Scopus,2-s2.0-70450201330
"Nuernberger, P., Lee, K.F., Bonvalet, A., Polack, T., Vos, M.H., Alexandrou, A., Joffre, M.","55939560200; 8344658900; 6602923178; 6602743077; 7101786803; 7005423021; 7006324908","Suppression of perturbed free-induction decay and noise in experimental ultrafast pump-probe data",2009,"Optics Letters",34,"20",,3226,3228,,13,10.1364/OL.34.003226,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450201149&partnerID=40&md5=27862757fbcdd4d52b983b0e8d13f48f",Article,Final,,Scopus,2-s2.0-70450201149
"Somekh, M.G., Stabler, G., Liu, S., Zhang, J., See, C.W.","7005207264; 26435497400; 15127344700; 56066253600; 7006509719","Wide-field high-resolution surface-plasmon interference microscopy",2009,"Optics Letters",34,"20",,3110,3112,,28,10.1364/OL.34.003110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450200453&partnerID=40&md5=0cb65af73b074efde59b29a814d7757b",Article,Final,,Scopus,2-s2.0-70450200453
"Karvinen, P., Nuutinen, T., Rahomäki, J., Hyvärinen, O., Vahimaa, P.","21740742100; 25522140800; 35180467700; 25521842600; 35551259000","Strong fluorescence-signal gain with single-excitation-enhancing and emission-directing nanostructured diffraction grating",2009,"Optics Letters",34,"20",,3208,3210,,12,10.1364/OL.34.003208,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450198356&partnerID=40&md5=e03b21a3a2a951afdd5166e309047b2d",Article,Final,,Scopus,2-s2.0-70450198356
"Gareau, D.S., Abeytunge, S., Rajadhyaksha, M.","6506180373; 26632821400; 7004636563","Line-scanning reflectance confocal microscopy of human skin: Comparison of full-pupil and divided-pupil configurations",2009,"Optics Letters",34,"20",,3235,3237,,33,10.1364/OL.34.003235,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450131162&partnerID=40&md5=2504aa281777e447c9920bc603a960fd",Article,Final,,Scopus,2-s2.0-70450131162
"Scanziani, M., Häusser, M.","6603989741; 7003425281","Electrophysiology in the age of light",2009,"Nature",461,"7266",,930,939,,298,10.1038/nature08540,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350074490&partnerID=40&md5=5975f66d066fbfa0cbb714fd06480b88",Review,Final,,Scopus,2-s2.0-70350074490
"Won, R.","22136819800","View from... SPIE optics and photonics 2009: Soft-X-ray lasers' calling",2009,"Nature Photonics",3,"10",,567,568,,,10.1038/nphoton.2009.181,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349811368&partnerID=40&md5=574576c20c3937699c19fdb21ea3d654",Article,Final,,Scopus,2-s2.0-70349811368
"Verma, R.K., Kumar, K., Rai, S.B.","57206717728; 46561238300; 7202655837","UV/blue upconversion in Nd<sup>3+</sup>:TeO<inf>2</inf> glass, effect of modifiers and heat treatment on the fluorescence bands",2009,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy",74,"3",,776,780,,9,10.1016/j.saa.2009.08.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70249142887&partnerID=40&md5=0fe572321f1f4350aa6808f256609b5d",Article,Final,,Scopus,2-s2.0-70249142887
"Vishwas, M., Sharma, S.K., Narasimha Rao, K., Mohan, S., Gowda, K.V.A., Chakradhar, R.P.S.","25924650400; 57211948949; 55905485100; 7202613551; 24176909000; 9041053000","Optical, dielectric and morphological studies of sol-gel derived nanocrystalline TiO<inf>2</inf> films",2009,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy",74,"3",,839,842,,20,10.1016/j.saa.2009.07.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70249128982&partnerID=40&md5=7e6a4bdbebc1a8fc8031c3ccef3afab4",Article,Final,,Scopus,2-s2.0-70249128982
"Liu, S.-G., Gong, M.-L., Wang, S., Tan, X.-M.","25925139700; 7201566077; 55866229700; 35742214200","A luminescent Eu(III) complex based on 2-(4′, 4′, 4′-trifluoro-1′, 3′-dioxobutyl)-dibenzothiophene for light-emitting diodes",2009,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy",74,"3",,731,734,,9,10.1016/j.saa.2009.08.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70249111426&partnerID=40&md5=ddd3043e5a23d94ccd8662ef328a4d2a",Article,Final,,Scopus,2-s2.0-70249111426
"Rani, S., Sanghi, S., Agarwal, A., Seth, V.P.","57220631474; 6701381113; 23033235600; 7006783210","Study of optical band gap and FTIR spectroscopy of Li<inf>2</inf>O·Bi<inf>2</inf>O<inf>3</inf>·P<inf>2</inf>O<inf>5</inf> glasses",2009,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy",74,"3",,673,677,,51,10.1016/j.saa.2009.07.023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70249088285&partnerID=40&md5=43afc2a06da558f37bd309a7c4600be4",Article,Final,,Scopus,2-s2.0-70249088285
"Heber, J.","17434205300","Surfing the wave",2009,"Nature",461,"7265",,720,722,,44,10.1038/461720a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349961445&partnerID=40&md5=2368c32f0388450cfbdba9bdb10548e9",Short Survey,Final,,Scopus,2-s2.0-70349961445
"Reshak, A.H., Ortíz, D.A.O.","6506779382; 40262327900","Density functional calculation for Li<inf>2</inf>CuSn as an electrode material for rechargeable batteries",2009,"Journal of Physical Chemistry B",113,"40",,13208,13215,,7,10.1021/jp906641b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349694524&partnerID=40&md5=e0329e4736017b23ca7cd8e3dbe15306",Article,Final,,Scopus,2-s2.0-70349694524
"Baier, H., Scott, E.K.","7007107041; 7402309221","Genetic and optical targeting of neural circuits and behavior - zebrafish in the spotlight",2009,"Current Opinion in Neurobiology",19,"5",,553,560,,75,10.1016/j.conb.2009.08.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70450215461&partnerID=40&md5=9946d710e8c4cdfae1d7ed1905f7a12a",Review,Final,,Scopus,2-s2.0-70450215461
"Li, S.-M., Xiong, Y., Li, J., Zhou, Y.-H., Dai, Y., Liu, Q., Xue, L.-X., Zhang, Y.-D., Jiang, W.-H., Wang, N.-L.","54393527500; 55728866200; 55930737700; 25626894300; 35726781700; 57188562233; 12767905500; 57221366792; 56036081900; 7404340277","Initial research of customized aberration correction with adaptive optics technique",2009,"Chinese Journal of Ophthalmology",45,"10",,926,930,,,10.3760/cma.j.issn.0412-4081.2009.10.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350542828&partnerID=40&md5=6c5b29efdc37d981e007fe8436389a29",Article,Final,,Scopus,2-s2.0-70350542828
"Wang, Y.-H., Yang, H.-Q., Xie, S.-S., Ye, Z., Su, Y.-M.","55733954300; 18635769600; 7401936761; 57199227167; 57206634106","Spectral characteristics of normal breast samples in the 350-850 nm wavelength range",2009,"Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis",29,"10",,2751,2755,,2,10.3964/j.issn.1000-0593(2009)10-2751-05,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70350532063&partnerID=40&md5=6353fcf3ff1d03e39fea6ec7e4cd8dc4",Article,Final,,Scopus,2-s2.0-70350532063
"Watarai, H., Adachi, K.","7004449461; 7401602367","Measuring the optical chirality of molecular aggregates at liquid-liquid interfaces",2009,"Analytical and Bioanalytical Chemistry",395,"4",,1033,1046,,8,10.1007/s00216-009-3012-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349766696&partnerID=40&md5=fec8dac6d4487a3139962cc250f0ca4e",Review,Final,,Scopus,2-s2.0-70349766696
"Li, F., Mi, Z., Vicknesh, S.","23067613300; 13606588200; 8359113700","Coherent emission from ultrathin-walled spiral InGaAs/GaAs quantum dot microtubes",2009,"Optics Letters",34,"19",,2915,2917,,58,10.1364/OL.34.002915,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349687265&partnerID=40&md5=c6fde311e9df452dbbed03ce645f75b9",Article,Final,,Scopus,2-s2.0-70349687265
"Iyer, S., Coen, S., Vanholsbeeck, F.","24390893900; 57203070132; 6602746724","Dual-fiber stretcher as a tunable dispersion compensator for an all-fiber optical coherence tomography system",2009,"Optics Letters",34,"19",,2903,2905,,29,10.1364/OL.34.002903,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349682778&partnerID=40&md5=879303104eb56ec4804b354b62d64ea1",Article,Final,,Scopus,2-s2.0-70349682778
"Liang, X., Orescanin, M., Toohey, K.S., Insana, M.F., Boppart, S.A.","8553671300; 26536340600; 12144182200; 7005112301; 56040564300","Acoustomotive optical coherence elastography for measuring material mechanical properties",2009,"Optics Letters",34,"19",,2894,2896,,49,10.1364/OL.34.002894,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349673468&partnerID=40&md5=6f9feb6c8502fb0a01a4442d5b0bac11",Article,Final,,Scopus,2-s2.0-70349673468
"Rohrbach, A.","7003984830","Artifacts resulting from imaging in scattering media: A theoretical prediction",2009,"Optics Letters",34,"19",,3041,3043,,45,10.1364/OL.34.003041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349671341&partnerID=40&md5=e71ef0050998740e9023454234382d91",Article,Final,,Scopus,2-s2.0-70349671341
"MacKo, P., Whelan, M.P.","6603909181; 7103060842","Aberration-free lithography setup for fabrication of holographic diffractive optical elements",2009,"Optics Letters",34,"19",,3006,3008,,1,10.1364/OL.34.003006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349667362&partnerID=40&md5=bb9b7733827a6f54f7460f3d94fe474a",Article,Final,,Scopus,2-s2.0-70349667362
"Jacobs, K.M., Lu, J.Q., Hu, X.-H.","8865557400; 22993601100; 55444089400","Development of a diffraction imaging flow cytometer",2009,"Optics Letters",34,"19",,2985,2987,,58,10.1364/OL.34.002985,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349662065&partnerID=40&md5=f7464550662ab35aa13a208a30397cfb",Article,Final,,Scopus,2-s2.0-70349662065
"McLntyre, T.J., Maurer, C., Bernet, S., Ritsch-Marte, M.","7102225491; 14024558200; 7003770965; 57206343609","Differential interference contrast imaging using a spatial light modulator",2009,"Optics Letters",34,"19",,2988,2990,,44,10.1364/OL.34.002988,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349662062&partnerID=40&md5=d780f59e63975f631c6c4aa27e1e1a76",Article,Final,,Scopus,2-s2.0-70349662062
"Jiao, S., Xie, Z., Zhang, H.F., Puliafito, C.A.","7102094664; 57202528736; 35335680800; 7004922174","Simultaneous multimodal imaging with integrated photoacoustic microscopy and optical coherence tomography",2009,"Optics Letters",34,"19",,2961,2963,,89,10.1364/OL.34.002961,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349656666&partnerID=40&md5=6a56507443339639eb4f1cfe2604fe2a",Article,Final,,Scopus,2-s2.0-70349656666
"Eisenblätter, M., Ehrchen, J., Varga, G., Sunderkötter, C., Heindel, W., Roth, J., Bremer, C., Wall, A.","35185108700; 6507845520; 7101763127; 7006331260; 7103087624; 7404379084; 7006608281; 9732443900","In vivo optical imaging of cellular inflammatory response in granuloma formation using fluorescence-labeled macrophages",2009,"Journal of Nuclear Medicine",50,"10",,1676,1682,,63,10.2967/jnumed.108.060707,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349645987&partnerID=40&md5=ab55158d720519564781b49a6705217f",Article,Final,Open Access,Scopus,2-s2.0-70349645987
"Lombard, P.N., McClatchey, S.K., Borges, O.A.","36730255100; 6602868864; 35168605000","Intraocular lens power requirements for humanitarian missions",2009,"Journal of Cataract and Refractive Surgery",35,"10",,1734,1738,,4,10.1016/j.jcrs.2009.05.029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349576217&partnerID=40&md5=0abdda16d0ff3efd03cfb339a67b4c5c",Article,Final,,Scopus,2-s2.0-70349576217
"Zhang, J., Shu, X.","56435774600; 35316246600","Growth and characterization of a new nonlinear optical crystal: [(18C6)Li][Cd(SCN)<inf>3</inf>]",2009,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy",74,"2",,532,535,,7,10.1016/j.saa.2009.06.053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-69249218979&partnerID=40&md5=78bd1fe7d801f2796c07a3e28b440873",Article,Final,,Scopus,2-s2.0-69249218979
"Liu, H.A., Zepeda, D., Ferraris, J.P., Balkus, K.J.","24824862100; 24825902900; 7005384992; 7005973558","Electrospinning of poly(alkoxyphenylenevinylene) and methanofullerene nanofiber blends",2009,"ACS Applied Materials and Interfaces",1,"9",,1958,1965,,15,10.1021/am900338w,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77950466703&partnerID=40&md5=7ae1880b4c95ade4dc42f8f22faf5ffa",Article,Final,,Scopus,2-s2.0-77950466703
"Gabor, N.M., Zhong, Z., Bosnick, K., Park, J., McEuen, P.L.","15026450200; 23996157000; 6603648475; 15036198100; 7006583549","Extremely efficient multiple electron-hole pair generation in carbon nanotube photodiodes",2009,"Science",325,"5946",,1367,1371,,380,10.1126/science.1176112,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70249110391&partnerID=40&md5=3e2a3ddde7ae594c4aef2493e91dd0f9",Article,Final,,Scopus,2-s2.0-70249110391
"Zhu, Y., Chen, X., Wang, A.","8269405000; 9277710900; 7404619710","Observation of interference in a fiber taper interferometer with a subwavelength tip and its sensing applications",2009,"Optics Letters",34,"18",,2808,2810,,16,10.1364/OL.34.002808,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349224328&partnerID=40&md5=25d85390979313822fbcf29e0cb75d58",Article,Final,,Scopus,2-s2.0-70349224328
"Salem, M., Agrawal, G.P.","7202291840; 56457603900","Coupling of stochastic electromagnetic beams into optical fibers",2009,"Optics Letters",34,"18",,2829,2831,,12,10.1364/OL.34.002829,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349218592&partnerID=40&md5=d325fa7a61e3efe8b6e2b4c704d989b9",Article,Final,,Scopus,2-s2.0-70349218592
"Leung, M.K.K., Mariampillai, A., Standish, B.A., Lee, K.K.C., Munce, N.R., Alex Vitkin, I., Yang, V.X.D.","23025433700; 14829196600; 8647240000; 55574241697; 6507060303; 7004580696; 7102799572","High-power wavelength-swept laser in Littman telescope-less polygon filter and dual-amplifier configuration for multichannel optical coherence tomography",2009,"Optics Letters",34,"18",,2814,2816,,40,10.1364/OL.34.002814,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349201288&partnerID=40&md5=9b7ff5bb63a67c1f5d689ac360ad79c7",Article,Final,,Scopus,2-s2.0-70349201288
"Li, D., Zheng, W., Qu, J.Y.","23970591200; 56518738400; 7201534954","Imaging of epithelial tissue in vivo based on excitation of multiple endogenous nonlinear optical signals",2009,"Optics Letters",34,"18",,2853,2855,,24,10.1364/OL.34.002853,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349201287&partnerID=40&md5=eb84ce666d0c4285a4dfc01cea61cf42",Article,Final,,Scopus,2-s2.0-70349201287
"McGinty, J., Soloviev, V.Y., Tahir, K.B., Laine, R., Stuckey, D.W., Hajnal, J.V., Sardini, A., French, P.M.W., Arridge, S.R.","35345195700; 15051136400; 23006400800; 56545241500; 22942020300; 35430060900; 57203774433; 57203031993; 7005759823","Three-dimensional imaging of Förster resonance energy transfer in heterogeneous turbid media by tomographic fluorescent lifetime imaging",2009,"Optics Letters",34,"18",,2772,2774,,20,10.1364/OL.34.002772,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70349196480&partnerID=40&md5=262712ad5b3cf27ac08de3e2a0155244",Article,Final,,Scopus,2-s2.0-70349196480
[No author name available],[No author name available],"Optics and Photonics in Global Homeland Security V and Biometric Technology for Human Identification VI",2009,"Proceedings of SPIE - The International Society for Optical Engineering",7306,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-70049099909&partnerID=40&md5=7db13e48133478025d542213e7a9c627",Conference Review,Final,,Scopus,2-s2.0-70049099909
"Yan, Y.-N., Lin, D.-Y., Pan, W.-L., Li, X.-L., Wan, Y.-Q., Mai, Y.-L., Song, H.-C.","57217517571; 32867843100; 7402219721; 57192491036; 7402414476; 56260420500; 7404037597","Synthesis and optical behaviors of 2-(9-phenanthrenyl)-, 2-(9-anthryl)-, and 2-(1-pyrenyl)-1-alkylimidazole homologues",2009,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy",74,"1",,233,242,,13,10.1016/j.saa.2009.06.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68849118191&partnerID=40&md5=0104e3002181dbe515d21e97fd505186",Article,Final,,Scopus,2-s2.0-68849118191
"Tang, G.-d., Jiang, Z.-j., Li, R.-q., Zhang, J.-f., Zhang, Y., Zhang, C.","9036116900; 24528506800; 55626384500; 55720418400; 38062574500; 7405489259","DFT studies on nonlinear optical properties of neutral nest-shaped heterothiometallic [MOS<inf>3</inf>Py<inf>5</inf>Cu<inf>3</inf>X] (M = Mo, W; X = F, Cl, Br, I) clusters",2009,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy",74,"1",,228,232,,4,10.1016/j.saa.2009.06.035,"https://www.scopus.com/inward/record.url?eid=2-s2.0-68849111866&partnerID=40&md5=03e3557fcfe4ef9dcf27ff9a96596fc3",Article,Final,,Scopus,2-s2.0-68849111866
